txn_id,txn_date,txn_type,customer_id,customer_segment,origin_id,destination_id,vendor_id,line_item,quantity,uom,revenue,direct_cost,cost_category,invoice_id,payment_date
TXN0000657,2024-09-25,sale,CUST0025 ,,LOC001,LOC011,,documentation_fee,11.0,,473.94,377.84,packaging,INV0000219,2024-11-01
TXN0007439,14/06/2024,sale,CUST0003,enterprise,LOC010,LOC001,VEND004,tanker_transport,9.91,litres,412.96,297.21,maintenance,INV0002479,22/06/2024
TXN0000751,02/17/2025,sale,CUST0001,mid_market,LOC007,LOC004,,handling_fee,6.22,cartons,136.9,98.02,fuel,INV0000250,22-Feb-2025
TXN0002081,07/02/2024,sale,CUST0024,,LOC005,LOC003,VEND009,tanker_transport,16.28,litres,395.96,248.02,maintenance,INV0000693,2024-08-31
TXN0012267,24/10/2024,sale, CUST0001,smb,LOC009,LOC004,,storage_fee,0.29,,4.03,2.18,packaging,INV0004089,11/04/2024
TXN0014796,02/27/2024,cancelled,CUST0025,mid_market,LOC001,LOC011,,handling_fee,14.11,cartons,146.06,79.74,tolls,INV0004932,2024-05-24
TXN0003410,2025-02-21,sale,CUST0022 ,enterprise,LOC008,LOC010,,bulk_transport,3.89,tonnes,184.97,120.91,fuel,INV0001136,10/04/2025
TXN0013090,15/04/2024,sale,CUST0031,,LOC012,LOC002,VEND009,handling_fee,2.65,cartons,79.48,58.67,fuel,INV0004363,2024-07-04
TXN0000843,01-Aug-2025,sale,CUST0003,smb,LOC004,LOC003,,handling_fee,11.82,cartons,502.93,306.47,tolls,INV0000281,
TXN0003211,22/01/2024,sale,CUST0036,,LOC007,LOC004,VEND012,fuel_surcharge,18.22,trips,699.76,557.62,tolls,INV0001070,15-Feb-2024
TXN0013195,23-Jul-2024,sale,CUST0037,smb,LOC007,LOC002,VEND013,bulk_transport,9.55,tonnes,159.69,81.66,packaging,INV0004398,2024-09-23
TXN0013617,13-Aug-2025,sale,CUST0023 ,smb,LOC012,LOC002,,fuel_surcharge,4.96,trips,40.55,18.18,labor,INV0004539,2025-10-28
TXN0017919,07/26/2024,sale,CUST0017,enterprise,LOC010,LOC004,,freight_charge,14.4,trips,474.0,258.61,labor,INV0005973,23/10/2024
TXN0005376,01-Jul-2025,sale,cust0034,,LOC003,LOC012,VEND003,handling_fee,12.23,cartons,145.43,74.28,packaging,INV0001792,12-Jul-2025
TXN0008999,05/28/2024,sale,CUST0037 ,enterprise,LOC005,LOC003,VEND013,documentation_fee,5.28,,134.75,97.76,packaging,INV0002999,06/03/2024
TXN0017161,23-Dec-2024,sale,CUST0026,enterprise,LOC002,LOC009,VEND011,freight_charge,16.04,trips,647.88,436.82,maintenance,INV0005720,03/05/2025
TXN0007725,23-Feb-2024,sale,CUST0004,mid_market,LOC011,LOC012,,handling_fee,11.97,cartons,348.73,237.75,maintenance,INV0002575,04/23/2024
TXN0012026,05/14/2024,sale,CUST0029,mid_market,LOC002,LOC009,,bulk_transport,8.08,tonnes,384.85,169.05,maintenance,INV0004008,22/05/2024
TXN0004740,04/03/2024,sale,CUST0007,smb,LOC012,LOC002,VEND007,tanker_transport,7.18,litres,94.85,56.38,maintenance,INV0001580,15-May-2024
TXN0000553,2024-12-17,sale,CUST0040,mid_market,LOC009,LOC002,,bulk_transport,12.41,tonnes,427.13,228.77,maintenance,INV0000184,13/02/2025
TXN0009703,04/21/2025,cancelled,CUST0016,smb,LOC005,LOC003,,fuel_surcharge,14.92,trips,282.8,203.9,fuel,INV0003234,12-Jun-2025
TXN0018766,11/09/2024,sale,CUST0039,mid_market,LOC001,LOC012,VEND004,handling_fee,13.72,cartons,331.31,212.42,labor,INV0006255,17/10/2024
TXN0015959,2025-07-08,sale,CUST0034,,LOC004,LOC003,,storage_fee,8.51,,210.82,120.24,tolls,INV0005319,08/28/2025
TXN0009025,09-Nov-2024,sale,CUST0029 ,smb,LOC011,LOC002,VEND011,tanker_transport,6.51,litres,298.84,203.05,labor,INV0003008,2024-11-22
TXN0015719,2024-02-09,sale, CUST0026,smb,LOC007,LOC006,VEND012,storage_fee,12.84,,276.46,116.26,labor,INV0005239,2024-04-17
TXN0000576,25/01/2025,sale,CUST0033,smb,LOC009,LOC002,,handling_fee,12.42,cartons,99.53,55.87,tolls,INV0000192,02/01/2025
TXN0019503,07-Jan-2025,sale,cust0003,smb,LOC008,LOC009,,freight_charge,7.71,trips,362.07,247.62,tolls,INV0006501,03-Mar-2025
TXN0004504,05-Jun-2025,sale,CUST0008,smb,LOC012,LOC011,VEND010,documentation_fee,5.93,,256.27,191.35,fuel,INV0001501,2025-08-08
TXN0014848,17-Aug-2024,sale,CUST0017,enterprise,LOC005,LOC001,,handling_fee,11.3,cartons,148.46,105.82,fuel,INV0004949,03/09/2024
TXN0000047,18/04/2025,sale,CUST0020,smb,LOC002,LOC007,,fuel_surcharge,12.03,trips,567.29,281.6,fuel,INV0000015,29-Apr-2025
TXN0012135,07/09/2025,sale,CUST0006,,LOC010,LOC001,VEND003,storage_fee,4.61,,47.07,37.31,tolls,INV0004045,26-Sep-2025
TXN0017523,07/02/2024,sale,CUST0004 ,mid_market,LOC005,LOC004,VEND015,storage_fee,5.32,,78.95,33.56,fuel,INV0005841,21/03/2024
TXN0008589,2025-04-09,sale,CUST0023,,LOC005,LOC011,VEND004,bulk_transport,8.8,tonnes,344.04,,,INV0002863,2025-04-13
TXN0015363,2025-03-25,sale,CUST0033,enterprise,LOC010,LOC004,,documentation_fee,12.72,,155.31,80.19,packaging,INV0005121,
TXN0004160,2025-01-05,sale,CUST0038 ,smb,LOC005,LOC004,VEND001,freight_charge,8.44,trips,418.97,188.88,tolls,INV0001386,07-Mar-2025
TXN0008886,07/08/2024,sale,CUST0035,enterprise,LOC005,LOC001,,handling_fee,13.82,cartons,595.42,445.83,packaging,INV0002962,27/09/2024
TXN0001215,05-Mar-2024,sale,CUST0030,enterprise,LOC011,LOC012,VEND001,documentation_fee,14.36,,382.56,186.82,fuel,INV0000405,04/19/2024
TXN0009501,08-Jan-2024,sale,CUST0001,mid_market,LOC009,LOC002,,bulk_transport,20.62,tonnes,834.63,464.3,packaging,INV0003167,17/01/2024
TXN0001944,23/05/2025,sale,CUST0003,smb,LOC010,LOC005,VEND002,storage_fee,16.25,,271.91,186.94,fuel,INV0000648,28-Jul-2025
TXN0016466,2024-01-24,sale,cust0001,enterprise,LOC010,LOC006,,documentation_fee,13.24,,638.37,308.53,fuel,INV0005488,2024-02-22
TXN0001450,05/09/2024,sale,CUST0017,mid_market,LOC010,LOC007,VEND015,handling_fee,10.9,cartons,239.42,127.64,tolls,INV0000483,29-Sep-2024
TXN0016781,06/07/2024,sale,CUST0013,mid_market,LOC007,LOC002,VEND001,freight_charge,11.21,trips,406.84,247.79,maintenance,INV0005593,09/11/2024
TXN0010734,08/07/2025,sale,CUST0012,,LOC001,LOC012,,handling_fee,3.47,cartons,116.78,53.52,packaging,INV0003578,
TXN0008900,05/20/2025,sale,CUST0002,,LOC005,LOC011,,handling_fee,10.6,cartons,142.71,104.37,tolls,INV0002966,2025-07-05
TXN0013771,19-May-2025,sale,CUST0031,enterprise,LOC010,LOC004,VEND002,documentation_fee,13.48,,303.96,144.94,fuel,INV0004590,05/25/2025
TXN0002403,2025-07-04,sale,CUST0014,enterprise,LOC007,LOC002,,tanker_transport,10.3,litres,54.04,40.14,tolls,INV0000801,19/09/2025
TXN0010708,21-Feb-2024,sale,CUST0015,mid_market,LOC007,LOC006,VEND006,fuel_surcharge,17.15,trips,352.75,149.33,packaging,INV0003569,05/12/2024
TXN0014405,06-Aug-2024,sale,CUST0005,mid_market,LOC012,LOC009,,tanker_transport,1.95,litres,63.67,33.95,labor,INV0004801,2024-09-15
TXN0010480,25/05/2025,sale,cust0024,mid_market,LOC012,LOC011,,documentation_fee,5.91,,77.87,53.63,packaging,INV0003493,2025-06-17
TXN0009246,06/15/2025,sale,CUST0031,enterprise,LOC002,LOC009,,bulk_transport,3.31,tonnes,91.16,52.53,maintenance,INV0003082,17/07/2025
TXN0011775,13/01/2024,sale,cust0039,,LOC008,LOC010,,documentation_fee,11.56,,485.84,246.71,packaging,INV0003925,17/02/2024
TXN0018758,05/15/2024,sale,CUST0016,enterprise,LOC005,LOC001,,storage_fee,10.67,,175.38,81.07,labor,INV0006252,05/29/2024
TXN0009658,01/15/2024,sale,CUST0005,mid_market,LOC005,LOC003,VEND001,storage_fee,15.23,,415.59,248.75,packaging,INV0003219,2024-01-23
TXN0002168,20-Mar-2024,sale,CUST0012,enterprise,LOC010,LOC007,,storage_fee,14.09,,282.96,202.03,labor,INV0000722,16-May-2024
TXN0005100,17/01/2024,sale,CUST0011,smb,LOC002,LOC009,VEND002,handling_fee,14.8,cartons,321.18,,,INV0001700,2024-03-28
TXN0005215,10-Feb-2025,sale,CUST0026,enterprise,LOC002,LOC009,VEND007,storage_fee,17.95,,717.56,513.79,maintenance,INV0001738,
TXN0019283,07/11/2024,sale,CUST0036 ,enterprise,LOC012,LOC011,,handling_fee,9.34,cartons,182.76,96.03,tolls,INV0006427,08/07/2024
TXN0016061,19-Jun-2024,sale,CUST0002 ,smb,LOC011,LOC012,,freight_charge,11.56,trips,121.76,71.21,fuel,INV0005353,24-Jun-2024
TXN0014144,22-Aug-2025,sale,CUST0027,enterprise,LOC001,LOC011,VEND003,handling_fee,15.03,cartons,597.92,254.62,packaging,INV0004714,09/23/2025
TXN0010653,2024-06-04,sale,CUST0003,smb,LOC011,LOC012,,storage_fee,7.13,,146.35,72.5,packaging,INV0003551,2024-06-06
TXN0016819,15-Jul-2024,sale,CUST0040,enterprise,LOC010,LOC004,,handling_fee,11.28,cartons,257.45,153.91,fuel,INV0005606,01-Sep-2024
TXN0012754,16-Jun-2025,sale,cust0003,mid_market,LOC010,LOC006,,documentation_fee,5.09,,115.54,51.48,fuel,INV0004251,08/02/2025
TXN0018238,14-Apr-2025,sale,CUST0021,smb,LOC011,LOC012,,storage_fee,16.41,,500.58,332.37,tolls,INV0006079,14-May-2025
TXN0001213,26-Apr-2025,sale,CUST0025,enterprise,LOC004,LOC003,,bulk_transport,5.31,tonnes,192.63,,,INV0000404,2025-07-24
TXN0014857,01-Apr-2024,sale,CUST0030,smb,LOC012,LOC002,,fuel_surcharge,13.81,trips,462.12,257.95,maintenance,INV0004952,2024-04-15
TXN0010819,16-Oct-2024,sale, CUST0014,smb,LOC001,LOC012,,tanker_transport,2.67,litres,102.38,65.2,maintenance,INV0003606,2024-12-07
TXN0010035,2024-09-19,sale,CUST0001,mid_market,LOC008,LOC010,VEND011,storage_fee,14.74,,485.39,262.7,labor,INV0003345,20-Sep-2024
TXN0012047,2025-06-24,sale,CUST0035,,LOC005,LOC004,,tanker_transport,5.68,litres,159.79,100.29,tolls,INV0004015,25-Aug-2025
TXN0017525,27-Oct-2024,sale,CUST0016,mid_market,LOC005,LOC004,VEND005,documentation_fee,2.68,,97.25,52.35,labor,INV0005841,12/16/2024
TXN0018981,06-Aug-2025,sale,CUST0027,,LOC001,LOC012,VEND014,bulk_transport,7.23,tonnes,281.73,204.6,packaging,INV0006327,20-Sep-2025
TXN0008132,2024-06-18,sale,CUST0032,mid_market,LOC011,LOC002,VEND003,tanker_transport,9.93,litres,215.49,106.28,fuel,INV0002710,07/09/2024
TXN0004741,02/21/2025,sale,CUST0030,smb,LOC010,LOC007,VEND004,bulk_transport,4.48,tonnes,28.65,14.58,tolls,INV0001580,25-Feb-2025
TXN0004510,04/08/2024,sale,CUST0009,smb,LOC004,LOC006,,handling_fee,8.64,cartons,404.57,309.76,packaging,INV0001503,
TXN0017241,05/10/2024,sale,CUST0025,mid_market,LOC009,LOC002,,fuel_surcharge,10.33,trips,359.52,203.43,maintenance,INV0005747,14/06/2024
TXN0000744,17-Jan-2025,sale,CUST0033,mid_market,LOC009,LOC002,VEND013,handling_fee,14.98,cartons,475.38,236.71,fuel,INV0000248,2025-03-25
TXN0002912,19-Jul-2024,sale,CUST0039,enterprise,LOC012,LOC009,,bulk_transport,9.32,tonnes,451.06,201.74,packaging,INV0000970,10/02/2024
TXN0010244,04/10/2025,sale,CUST0032,mid_market,LOC005,LOC003,VEND006,handling_fee,8.48,cartons,92.23,60.16,tolls,INV0003414,29/05/2025
TXN0015256,18-Nov-2024,sale, CUST0025,enterprise,LOC011,LOC012,,bulk_transport,8.59,tonnes,147.06,89.15,labor,INV0005085,08/12/2024
TXN0008665,2025-06-27,sale,CUST0003,enterprise,LOC002,LOC009,,freight_charge,11.87,trips,492.33,360.39,tolls,INV0002888,01/08/2025
TXN0018172,19/06/2025,sale,CUST0014,mid_market,LOC008,LOC010,VEND011,documentation_fee,11.41,,285.45,177.51,maintenance,INV0006057,07/01/2025
TXN0009994,03/11/2024,sale,cust0025,,LOC005,LOC003,,handling_fee,19.36,cartons,271.86,215.07,packaging,INV0003331,05/11/2024
TXN0004488,2024-01-07,sale,CUST0032,smb,LOC010,LOC007,VEND003,tanker_transport,8.17,litres,393.47,182.81,packaging,INV0001496,27/01/2024
TXN0014612,12/08/2025,sale,CUST0024,smb,LOC012,LOC009,,handling_fee,5.48,cartons,93.49,60.8,fuel,INV0004870,
TXN0012700,01/10/2025,sale,CUST0018,,LOC010,LOC005,,fuel_surcharge,17.83,trips,648.0,358.96,fuel,INV0004233,20/03/2025
TXN0004973,21-Aug-2025,sale,CUST0006,,LOC004,LOC009,,storage_fee,11.89,,328.79,230.21,maintenance,INV0001657,09/14/2025
TXN0016260,2024-01-27,sale,CUST0014,mid_market,LOC010,LOC005,,storage_fee,9.4,,140.37,,,INV0005420,2024-02-03
TXN0000729,01/08/2024,sale,CUST0032,mid_market,LOC010,LOC007,,bulk_transport,1.12,tonnes,6.16,4.9,packaging,INV0000243,08/21/2024
TXN0018560,05/10/2024,sale,CUST0028,mid_market,LOC005,LOC011,,handling_fee,10.06,cartons,273.38,194.36,labor,INV0006186,05-Jul-2024
TXN0001640,01-Apr-2024,sale,CUST0039,enterprise,LOC008,LOC010,,fuel_surcharge,11.43,trips,114.56,90.97,maintenance,INV0000546,2024-04-12
TXN0004448,2025-07-23,sale, CUST0037,,LOC007,LOC006,VEND010,handling_fee,2.84,cartons,137.16,77.67,maintenance,INV0001482,26/08/2025
TXN0009995,03/10/2024,credit_note,CUST0022,smb,LOC004,LOC003,VEND011,handling_fee,9.25,cartons,461.67,224.59,labor,INV0003331,10/12/2024
TXN0018971,2024-09-17,sale,CUST0005,,LOC007,LOC006,,freight_charge,5.6,trips,175.59,92.51,maintenance,INV0006323,30-Nov-2024
TXN0000542,22/01/2025,sale,CUST0022,mid_market,LOC009,LOC002,,storage_fee,7.55,,86.03,52.53,maintenance,INV0000180,06-Feb-2025
TXN0008227,2025-01-06,sale,CUST0003,mid_market,LOC011,LOC012,,documentation_fee,13.0,,506.28,208.0,fuel,INV0002742,2025-02-02
TXN0017417,10-Apr-2025,sale,CUST0017,,LOC012,LOC009,VEND012,fuel_surcharge,4.53,trips,0.0,0.0,fuel,INV0005805,05/03/2025
TXN0013591,27/01/2024,sale,CUST0024 ,,LOC011,LOC012,,documentation_fee,10.8,,174.85,98.36,tolls,INV0004530,03/04/2024
TXN0000146,03/12/2024,sale,CUST0007,mid_market,LOC001,LOC011,VEND011,bulk_transport,15.1,tonnes,205.69,84.32,maintenance,INV0000048,03-Jun-2024
TXN0009883,2024-05-21,sale,CUST0006,enterprise,LOC012,LOC011,,bulk_transport,2.25,tonnes,72.35,42.77,fuel,INV0003294,
TXN0011648,08-Oct-2024,sale,CUST0013,mid_market,LOC005,LOC011,VEND001,handling_fee,7.98,cartons,207.91,107.75,maintenance,INV0003882,2024-11-28
TXN0000241,2024-06-24,sale,CUST0040 ,smb,LOC012,LOC009,VEND010,documentation_fee,9.65,,61.3,27.44,labor,INV0000080,14/09/2024
TXN0005809,02-May-2024,sale,CUST0038 ,smb,LOC007,LOC002,VEND012,tanker_transport,11.41,litres,444.41,181.36,labor,INV0001936,26/05/2024
TXN0011217,01/06/2025,sale,CUST0014,,LOC008,LOC009,,documentation_fee,12.23,,354.14,252.1,packaging,INV0003739,02/06/2025
TXN0013592,18-Apr-2024,sale,CUST0007,,LOC005,LOC001,,fuel_surcharge,12.0,trips,164.9,125.08,packaging,INV0004530,
TXN0012741,11-Mar-2025,sale,CUST0020,smb,LOC007,LOC002,VEND014,fuel_surcharge,13.2,trips,169.15,84.55,tolls,INV0004247,05/29/2025
TXN0010342,04/02/2025,sale,CUST0033,,LOC002,LOC007,VEND006,fuel_surcharge,9.31,trips,72.39,57.26,packaging,INV0003447,03/20/2025
TXN0001952,2025-01-22,sale, CUST0018,,LOC012,LOC002,,freight_charge,7.75,trips,50.41,,,INV0000650,14/02/2025
TXN0004410,17-Jun-2024,sale,CUST0036,enterprise,LOC005,LOC004,VEND008,fuel_surcharge,12.76,trips,585.2,333.27,tolls,INV0001470,08/14/2024
TXN0012110,2024-04-24,credit_note,CUST0029,mid_market,LOC010,LOC001,,freight_charge,15.24,trips,576.5,358.61,tolls,INV0004036,09-May-2024
TXN0001594,02-Aug-2025,sale,CUST0026,,LOC001,LOC012,,fuel_surcharge,10.42,trips,270.94,123.17,packaging,INV0000531,2025-09-08
TXN0015208,12/07/2024,sale,CUST0033,enterprise,LOC008,LOC009,,handling_fee,7.09,cartons,155.37,65.77,packaging,INV0005069,31-Jul-2024
TXN0003999,27-Aug-2025,sale,CUST0038,enterprise,LOC010,LOC005,VEND009,storage_fee,7.01,,288.1,149.34,packaging,INV0001333,20/11/2025
TXN0009781,2024-02-23,sale,CUST0031,enterprise,LOC004,LOC006,,bulk_transport,12.23,tonnes,602.54,285.36,tolls,INV0003260,
TXN0009512,01-Aug-2025,sale,CUST0009,enterprise,LOC004,LOC003,,storage_fee,9.27,,444.75,351.54,fuel,INV0003170,29/08/2025
TXN0010528,24-Sep-2024,sale,CUST0030,,LOC007,LOC006,,tanker_transport,12.77,litres,548.65,326.04,packaging,INV0003509,01-Oct-2024
TXN0005863,24/11/2024,sale,CUST0038,,LOC002,LOC009,,documentation_fee,6.02,,211.68,149.36,maintenance,INV0001954,02/15/2025
TXN0004400,08-Sep-2024,sale,CUST0038,,LOC004,LOC009,VEND008,freight_charge,15.92,trips,367.18,158.48,maintenance,INV0001466,2024-11-17
TXN0005412,15/05/2024,sale,CUST0028,enterprise,LOC010,LOC007,,bulk_transport,7.65,tonnes,88.19,46.69,packaging,INV0001804,03/07/2024
TXN0015909,04/05/2024,sale,CUST0005,,LOC007,LOC002,,freight_charge,16.03,trips,441.64,187.7,labor,INV0005303,22/04/2024
TXN0002078,2024-09-26,sale,CUST0022,mid_market,LOC008,LOC010,,documentation_fee,10.44,,391.94,287.9,labor,INV0000692,01/11/2024
TXN0016497,05/03/2024,sale,CUST0037,,LOC009,LOC004,VEND007,tanker_transport,12.13,litres,82.98,51.31,packaging,INV0005499,2024-05-16
TXN0005749,03/04/2024,sale, CUST0016,mid_market,LOC010,LOC007,VEND003,handling_fee,9.48,cartons,221.42,166.32,maintenance,INV0001916,13/05/2024
TXN0018300,05/12/2025,sale,CUST0011,,LOC010,LOC007,,storage_fee,13.54,,664.27,403.65,fuel,INV0006100,30-Jul-2025
TXN0004148,07/04/2025,sale,CUST0027 ,,LOC005,LOC001,VEND012,documentation_fee,7.75,,134.81,87.84,labor,INV0001382,06-Aug-2025
TXN0015297,08-Aug-2025,sale,CUST0010,mid_market,LOC008,LOC010,,bulk_transport,7.46,tonnes,208.68,132.02,packaging,INV0005099,14-Oct-2025
TXN0000000,08/25/2024,sale,CUST0014 ,smb,LOC004,LOC009,,freight_charge,9.92,trips,245.52,182.53,packaging,INV0000000,26-Oct-2024
TXN0012558,04/26/2025,sale,CUST0034,mid_market,LOC012,LOC011,VEND004,storage_fee,15.74,,441.29,176.63,maintenance,INV0004186,07/06/2025
TXN0009252,27-Aug-2025,sale,CUST0030,smb,LOC007,LOC004,,bulk_transport,7.61,tonnes,114.26,63.96,tolls,INV0003084,14/10/2025
TXN0004874,11-Aug-2025,sale,CUST0017,smb,LOC004,LOC006,,storage_fee,12.15,,151.55,107.01,tolls,INV0001624,2025-10-23
TXN0006220,09/01/2024,sale, CUST0033,smb,LOC001,LOC012,,fuel_surcharge,19.18,trips,838.25,405.25,tolls,INV0002073,01/09/2024
TXN0017802,27/07/2025,sale,CUST0023,,LOC011,LOC002,VEND008,bulk_transport,11.1,tonnes,344.5,196.6,maintenance,INV0005934,23-Sep-2025
TXN0002144,04-Mar-2025,sale,CUST0032,mid_market,LOC002,LOC004,,bulk_transport,12.74,tonnes,631.04,266.9,fuel,INV0000714,04/01/2025
TXN0016837,23-Feb-2025,sale,CUST0014,mid_market,LOC011,LOC002,,storage_fee,7.54,,62.16,,,INV0005612,03/21/2025
TXN0008214,08/08/2025,sale,CUST0033,smb,LOC004,LOC009,VEND007,storage_fee,11.86,,61.39,42.36,labor,INV0002738,2025-08-19
TXN0013227,2024-02-04,sale,cust0014,,LOC005,LOC011,,freight_charge,14.04,trips,398.78,284.32,labor,INV0004409,02/03/2024
TXN0006690,11-Feb-2024,sale,CUST0008,enterprise,LOC003,LOC012,,bulk_transport,8.33,tonnes,358.57,159.94,labor,INV0002230,04/03/2024
TXN0002066,03/28/2024,credit_note,CUST0029,enterprise,LOC002,LOC004,VEND008,tanker_transport,16.78,litres,689.01,406.7,tolls,INV0000688,04/14/2024
TXN0011859,2025-01-15,sale,CUST0032,enterprise,LOC003,LOC012,,storage_fee,6.45,,80.16,35.79,packaging,INV0003953,02-Mar-2025
TXN0006529,05/18/2024,sale,cust0013,enterprise,LOC008,LOC009,VEND004,handling_fee,14.03,cartons,650.01,476.46,packaging,INV0002176,2024-08-07
TXN0010723,2024-02-07,sale,CUST0001,mid_market,LOC010,LOC007,VEND003,freight_charge,10.02,trips,448.86,307.34,fuel,INV0003574,2024-02-12
TXN0002271,2024-04-16,sale,CUST0038,mid_market,LOC010,LOC006,,fuel_surcharge,16.7,trips,343.2,185.35,fuel,INV0000757,2024-06-01
TXN0017411,07/01/2025,sale,CUST0017,smb,LOC011,LOC002,VEND003,freight_charge,10.64,trips,357.42,241.69,packaging,INV0005803,2025-03-24
TXN0014097,2024-01-14,sale,CUST0035 ,mid_market,LOC010,LOC007,VEND010,fuel_surcharge,11.75,trips,389.39,308.56,labor,INV0004699,25/03/2024
TXN0005005,02/13/2025,sale,CUST0022,,LOC011,LOC012,,fuel_surcharge,15.0,trips,660.56,362.05,tolls,INV0001668,17-Feb-2025
TXN0011507,2024-04-13,sale,CUST0034,smb,LOC002,LOC007,,tanker_transport,15.25,litres,591.5,267.84,maintenance,INV0003835,
TXN0005394,06/19/2025,sale,CUST0008,,LOC011,LOC002,,freight_charge,9.27,trips,400.85,313.38,packaging,INV0001798,
TXN0012102,23/02/2025,sale,CUST0030,,LOC004,LOC003,VEND005,handling_fee,11.56,cartons,387.0,207.44,maintenance,INV0004034,11-May-2025
TXN0006195,06-Mar-2025,sale,CUST0025,mid_market,LOC007,LOC002,,freight_charge,15.74,trips,631.26,438.01,labor,INV0002065,19/04/2025
TXN0006072,2025-06-25,sale,CUST0009,enterprise,LOC011,LOC002,VEND006,freight_charge,5.94,trips,159.93,116.48,labor,INV0002024,09/15/2025
TXN0012114,28-Jun-2025,sale,CUST0012,smb,LOC010,LOC007,,tanker_transport,13.08,litres,253.17,195.0,labor,INV0004038,07/14/2025
TXN0015289,21-Jan-2024,sale,CUST0023,smb,LOC001,LOC012,,handling_fee,8.34,cartons,143.9,,,INV0005096,2024-02-29
TXN0004049,2025-04-17,sale,cust0023,enterprise,LOC005,LOC004,VEND006,freight_charge,7.69,trips,316.75,209.62,packaging,INV0001349,05-May-2025
TXN0014797,02-Jan-2025,sale,CUST0025,mid_market,LOC005,LOC003,,freight_charge,6.62,trips,307.04,135.98,fuel,INV0004932,15-Jan-2025
TXN0005182,05/07/2024,sale,CUST0017,mid_market,LOC010,LOC007,VEND015,documentation_fee,6.41,,129.11,,,INV0001727,20-Jun-2024
TXN0007468,17-Apr-2025,sale,CUST0025,smb,LOC007,LOC006,VEND009,handling_fee,13.68,cartons,580.41,379.36,fuel,INV0002489,2025-06-25
TXN0017128,08/02/2025,sale,CUST0039,,LOC001,LOC011,,freight_charge,15.4,trips,198.88,92.08,labor,INV0005709,09/26/2025
TXN0018385,17-Mar-2025,sale,CUST0018,enterprise,LOC007,LOC004,,freight_charge,11.95,trips,550.94,390.62,tolls,INV0006128,31/03/2025
TXN0016611,07/08/2025,sale, CUST0024,,LOC004,LOC006,,freight_charge,5.87,trips,91.39,54.34,tolls,INV0005537,08/30/2025
TXN0006482,2024-06-18,sale,CUST0035,,LOC010,LOC006,VEND006,bulk_transport,15.51,tonnes,283.82,128.21,packaging,INV0002160,05/07/2024
TXN0016671,04-May-2024,sale,CUST0029,mid_market,LOC010,LOC001,VEND003,freight_charge,5.19,trips,106.77,46.38,packaging,INV0005557,05/28/2024
TXN0013172,05/09/2024,sale,CUST0037,,LOC004,LOC006,,tanker_transport,9.61,litres,105.88,80.81,labor,INV0004390,05/09/2024
TXN0005272,23-May-2025,sale,cust0032,,LOC012,LOC002,,bulk_transport,11.36,tonnes,245.94,147.4,tolls,INV0001757,06/29/2025
TXN0017829,2024-09-20,sale,CUST0040,mid_market,LOC010,LOC006,VEND010,tanker_transport,7.35,litres,262.59,149.44,packaging,INV0005943,01-Dec-2024
TXN0012396,2024-11-06,sale,CUST0008,,LOC012,LOC011,VEND004,documentation_fee,5.07,,250.85,174.51,packaging,INV0004132,02/02/2025
TXN0016416,06/08/2025,sale,CUST0015,,LOC008,LOC009,,handling_fee,11.35,cartons,316.65,247.05,tolls,INV0005472,09/02/2025
TXN0006695,2024-03-15,sale,CUST0004,enterprise,LOC002,LOC004,VEND003,fuel_surcharge,4.8,trips,113.97,80.21,labor,INV0002231,28/05/2024
TXN0015403,12-Feb-2025,sale,cust0033,smb,LOC004,LOC003,,storage_fee,17.87,,341.34,206.03,packaging,INV0005134,11-Mar-2025
TXN0005446,07/26/2024,sale,CUST0036,mid_market,LOC002,LOC004,VEND002,fuel_surcharge,11.21,trips,462.45,191.83,packaging,INV0001815,08/08/2024
TXN0017521,2024-10-13,sale,CUST0021,enterprise,LOC008,LOC010,,bulk_transport,0.1,tonnes,2.76,1.53,fuel,INV0005840,2024-11-03
TXN0007879,26-Jul-2024,sale,CUST0008,,LOC005,LOC001,VEND003,tanker_transport,3.31,litres,58.48,34.73,tolls,INV0002626,10/07/2024
TXN0008851,2025-08-16,sale,CUST0039,,LOC009,LOC004,VEND007,storage_fee,3.0,,0.0,0.0,tolls,INV0002950,09/06/2025
TXN0009061,11/04/2025,sale,CUST0037,mid_market,LOC002,LOC009,,tanker_transport,10.37,litres,483.99,240.85,tolls,INV0003020,20/04/2025
TXN0015316,05/12/2024,sale,CUST0012,smb,LOC002,LOC007,VEND012,freight_charge,9.18,trips,291.79,131.74,fuel,INV0005105,05/17/2024
TXN0013876,2025-08-15,cancelled,cust0021,enterprise,LOC008,LOC010,VEND013,freight_charge,10.39,trips,126.61,88.39,packaging,INV0004625,2025-08-21
TXN0003485,06-Aug-2025,sale,CUST0025,mid_market,LOC010,LOC004,,bulk_transport,3.37,tonnes,140.43,71.69,labor,INV0001161,11/03/2025
TXN0010108,2024-07-04,sale,CUST0004,,LOC008,LOC010,,handling_fee,8.05,cartons,325.65,167.57,packaging,INV0003369,
TXN0019895,28/08/2024,sale,CUST0033,,LOC011,LOC012,,documentation_fee,4.4,,109.15,60.22,labor,INV0006631,03-Nov-2024
TXN0015113,04/11/2025,sale,CUST0016,enterprise,LOC001,LOC012,VEND010,handling_fee,13.43,cartons,529.5,370.1,tolls,INV0005037,06/06/2025
