order_id,order_line_id,order_date,customer_id,sku_id,category,size,quantity,unit_price,unit_cogs,shipping_cost,payment_gateway_fee,marketing_channel,is_return,return_date
ORD-003228,ORD-003228-1,2025-10-03,CUST-02484,DRE-028,Dresses,S,1,2259.0,701.21,61.84,49.44,Google Ads,False,
ORD-003229,ORD-003229-1,2025-10-03,CUST-02485,BOT-028,Bottoms,L,1,1949.0,691.35,61.05,42.93,Instagram Ads,False,
ORD-003230,ORD-003230-1,2025-10-03,CUST-02486,FOO-016,Footwear,10,1,3639.0,1557.89,80.28,78.42,Google Ads,False,
ORD-003231,ORD-003231-1,2025-10-03,CUST-02487,BOT-001,Bottoms,M,1,1379.0,498.09,77.07,30.96,Instagram Ads,False,
ORD-003231,ORD-003231-2,2025-10-03,CUST-02487,BOT-012,Bottoms,M,1,1409.0,516.76,69.71,31.59,Instagram Ads,True,2025-10-23
ORD-003231,ORD-003231-3,2025-10-03,CUST-02487,TOP-032,Tops,L,1,499.0,164.38,83.41,12.48,Instagram Ads,False,
ORD-003232,ORD-003232-1,2025-10-03,CUST-02488,BOT-030,Bottoms,S,1,1159.0,486.45,77.38,26.34,Instagram Ads,False,
ORD-003227,ORD-003227-2,2025-10-03,CUST-02483,BOT-029,Bottoms,XS,2,1599.0,683.11,55.48,69.16,Google Ads,False,
ORD-003234,ORD-003234-1,2025-10-03,CUST-02490,OUT-017,Outerwear,L,1,4809.0,1805.41,72.85,102.99,Google Ads,False,
ORD-003242,ORD-003242-1,2025-10-03,CUST-02496,FOO-009,Footwear,9,1,2439.0,1066.57,55.48,53.22,Influencer,False,
ORD-003233,ORD-003233-1,2025-10-03,CUST-02489,TOP-023,Tops,M,1,879.0,300.27,88.49,20.46,Google Ads,False,
ORD-003241,ORD-003241-1,2025-10-03,CUST-01634,FOO-007,Footwear,8,2,2309.0,1013.74,68.5,98.98,Organic/Email,False,
ORD-003240,ORD-003240-1,2025-10-03,CUST-02495,BOT-022,Bottoms,XL,1,769.0,293.91,103.33,18.15,Instagram Ads,False,
ORD-003238,ORD-003238-2,2025-10-03,CUST-02493,ACC-013,Accessories,One Size,1,799.0,261.13,75.43,18.78,Instagram Ads,False,
ORD-003239,ORD-003239-1,2025-10-03,CUST-02494,OUT-018,Outerwear,L,2,1829.0,753.95,47.02,78.82,Organic/Email,False,
ORD-003238,ORD-003238-1,2025-10-03,CUST-02493,OUT-002,Outerwear,M,1,4229.0,1535.78,53.64,90.81,Instagram Ads,False,
ORD-003237,ORD-003237-1,2025-10-03,CUST-02492,OUT-010,Outerwear,XS,1,4469.0,1855.78,72.93,95.85,Google Ads,False,
ORD-003236,ORD-003236-1,2025-10-03,CUST-02491,ACC-006,Accessories,One Size,1,359.0,108.58,54.87,9.54,Google Ads,False,
ORD-003235,ORD-003235-1,2025-10-03,CUST-00488,OUT-006,Outerwear,S,1,2309.0,894.55,72.71,50.49,Organic/Email,False,
ORD-003234,ORD-003234-2,2025-10-03,CUST-02490,FOO-009,Footwear,11,1,2439.0,1066.57,79.88,53.22,Google Ads,False,
ORD-003294,ORD-003294-1,2025-10-04,CUST-02535,DRE-019,Dresses,XL,2,2236.68,769.09,62.3,95.94,Google Ads,True,2025-10-19
ORD-003297,ORD-003297-1,2025-10-04,CUST-02538,TOP-027,Tops,M,1,1289.0,435.83,66.31,29.07,Organic/Email,False,
ORD-003296,ORD-003296-1,2025-10-04,CUST-02537,OUT-009,Outerwear,XL,2,3179.0,1218.26,53.04,135.52,Google Ads,False,
ORD-003295,ORD-003295-1,2025-10-04,CUST-02536,BOT-002,Bottoms,XL,2,1569.0,560.78,67.12,67.9,Instagram Ads,True,2025-10-08
ORD-003297,ORD-003297-2,2025-10-04,CUST-02538,DRE-024,Dresses,L,1,1919.0,637.86,59.18,42.3,Organic/Email,False,
ORD-003293,ORD-003293-2,2025-10-04,CUST-02534,OUT-009,Outerwear,M,1,3179.0,1218.26,73.89,68.76,Google Ads,False,
ORD-003290,ORD-003290-1,2025-10-04,CUST-02532,DRE-022,Dresses,XL,1,1199.0,362.32,78.23,27.18,Instagram Ads,True,2025-10-15
ORD-003292,ORD-003292-1,2025-10-04,CUST-02533,BOT-015,Bottoms,XS,1,859.0,350.97,69.76,20.04,Influencer,False,
ORD-003291,ORD-003291-1,2025-10-04,CUST-02179,BOT-019,Bottoms,L,1,1939.0,817.95,70.22,42.72,Organic/Email,True,2025-10-22
ORD-003290,ORD-003290-2,2025-10-04,CUST-02532,TOP-014,Tops,L,1,1309.0,512.86,86.56,29.49,Instagram Ads,False,
ORD-003289,ORD-003289-2,2025-10-04,CUST-02531,BOT-007,Bottoms,XL,1,1579.0,564.32,64.87,35.16,Google Ads,False,
ORD-003289,ORD-003289-1,2025-10-04,CUST-02531,OUT-006,Outerwear,XS,1,2309.0,894.55,58.93,50.49,Google Ads,True,2025-10-21
ORD-003298,ORD-003298-1,2025-10-04,CUST-01332,FOO-005,Footwear,8,1,3289.0,1403.55,68.85,71.07,Organic/Email,False,
ORD-003293,ORD-003293-1,2025-10-04,CUST-02534,BOT-014,Bottoms,M,2,1939.0,832.78,74.96,83.44,Google Ads,True,2025-10-12
ORD-003298,ORD-003298-2,2025-10-04,CUST-01332,OUT-016,Outerwear,XS,1,3579.0,1531.85,49.71,77.16,Organic/Email,False,
ORD-003308,ORD-003308-1,2025-10-04,CUST-02545,BOT-021,Bottoms,S,1,1079.0,469.57,75.44,24.66,Instagram Ads,False,
ORD-003299,ORD-003299-1,2025-10-04,CUST-02539,FOO-003,Footwear,8,1,2969.0,1313.47,76.22,64.35,Instagram Ads,True,2025-10-15
ORD-003300,ORD-003300-1,2025-10-04,CUST-00851,BOT-004,Bottoms,XL,1,1639.0,653.38,81.65,36.42,Organic/Email,False,
ORD-003301,ORD-003301-1,2025-10-04,CUST-02540,OUT-001,Outerwear,S,1,4309.0,1842.78,95.45,92.49,Affiliate,True,2025-10-09
ORD-003302,ORD-003302-1,2025-10-04,CUST-02541,TOP-027,Tops,XL,1,1289.0,435.83,76.6,29.07,Instagram Ads,False,
ORD-003303,ORD-003303-1,2025-10-04,CUST-02542,OUT-012,Outerwear,XL,2,4069.0,1507.3,81.72,172.9,Affiliate,False,
ORD-003303,ORD-003303-2,2025-10-04,CUST-02542,FOO-007,Footwear,6,2,2309.0,1013.74,55.34,98.98,Affiliate,False,
ORD-003304,ORD-003304-1,2025-10-04,CUST-02543,DRE-012,Dresses,XL,1,2939.0,887.06,48.3,63.72,Instagram Ads,True,2025-10-14
ORD-003309,ORD-003309-1,2025-10-04,CUST-01916,DRE-030,Dresses,S,1,3089.0,1206.82,72.94,66.87,Organic/Email,True,2025-10-19
ORD-003305,ORD-003305-2,2025-10-04,CUST-02086,DRE-002,Dresses,XS,1,1239.0,456.67,68.22,28.02,Organic/Email,False,
ORD-003306,ORD-003306-1,2025-10-04,CUST-00651,BOT-002,Bottoms,L,1,1478.12,560.78,83.8,33.04,Organic/Email,True,2025-10-20
ORD-003307,ORD-003307-1,2025-10-04,CUST-02544,BOT-014,Bottoms,S,1,1939.0,832.78,76.96,42.72,Instagram Ads,True,2025-10-09
ORD-003308,ORD-003308-2,2025-10-04,CUST-02545,ACC-006,Accessories,One Size,1,359.0,108.58,66.11,9.54,Instagram Ads,False,
ORD-003308,ORD-003308-3,2025-10-04,CUST-02545,FOO-009,Footwear,7,1,2439.0,1066.57,75.05,53.22,Instagram Ads,False,
ORD-003288,ORD-003288-2,2025-10-04,CUST-01409,TOP-013,Tops,S,1,649.0,251.0,74.95,15.63,Organic/Email,False,
ORD-003298,ORD-003298-3,2025-10-04,CUST-01332,BOT-009,Bottoms,L,1,729.0,319.57,86.66,17.31,Organic/Email,False,
ORD-003288,ORD-003288-1,2025-10-04,CUST-01409,TOP-018,Tops,L,2,1129.0,441.41,60.26,49.42,Organic/Email,True,2025-10-24
ORD-003305,ORD-003305-1,2025-10-04,CUST-02086,ACC-014,Accessories,One Size,1,939.0,249.47,51.02,21.72,Organic/Email,False,
ORD-003287,ORD-003287-2,2025-10-04,CUST-02315,BOT-004,Bottoms,M,2,1639.0,653.38,72.84,70.84,Organic/Email,True,2025-10-20
ORD-003287,ORD-003287-3,2025-10-04,CUST-02315,TOP-034,Tops,L,2,1469.0,582.92,50.35,63.7,Organic/Email,False,
ORD-003264,ORD-003264-1,2025-10-04,CUST-02512,TOP-027,Tops,XS,1,1289.0,435.83,69.92,29.07,Affiliate,False,
ORD-003265,ORD-003265-1,2025-10-04,CUST-02513,ACC-014,Accessories,One Size,1,939.0,249.47,52.61,21.72,Instagram Ads,False,
ORD-003266,ORD-003266-1,2025-10-04,CUST-02514,DRE-014,Dresses,M,1,2469.0,957.13,80.18,53.85,Affiliate,True,2025-10-09
ORD-003267,ORD-003267-1,2025-10-04,CUST-02515,OUT-012,Outerwear,XL,1,4069.0,1507.3,86.74,87.45,Instagram Ads,False,
ORD-003267,ORD-003267-2,2025-10-04,CUST-02515,OUT-006,Outerwear,S,1,2309.0,894.55,73.79,50.49,Instagram Ads,True,2025-10-18
ORD-003267,ORD-003267-3,2025-10-04,CUST-02515,TOP-021,Tops,XL,1,1239.0,475.7,75.84,28.02,Instagram Ads,True,2025-10-08
ORD-003268,ORD-003268-1,2025-10-04,CUST-02082,ACC-006,Accessories,One Size,1,359.0,108.58,70.0,9.54,Organic/Email,False,
ORD-003268,ORD-003268-2,2025-10-04,CUST-02082,TOP-031,Tops,L,1,729.0,279.86,72.86,17.31,Organic/Email,False,
ORD-003269,ORD-003269-1,2025-10-04,CUST-02516,FOO-020,Footwear,6,1,3329.0,1397.71,51.44,71.91,Google Ads,False,
ORD-003270,ORD-003270-1,2025-10-04,CUST-02517,TOP-013,Tops,M,1,649.0,251.0,67.04,15.63,Google Ads,True,2025-10-18
ORD-003271,ORD-003271-1,2025-10-04,CUST-02518,ACC-013,Accessories,One Size,1,799.0,261.13,86.12,18.78,Instagram Ads,False,
ORD-003272,ORD-003272-1,2025-10-04,CUST-02519,FOO-008,Footwear,7,1,2659.0,1312.02,74.76,57.84,Instagram Ads,False,
ORD-003272,ORD-003272-2,2025-10-04,CUST-02519,BOT-028,Bottoms,XL,1,1949.0,691.35,82.57,42.93,Instagram Ads,True,2025-10-20
ORD-003272,ORD-003272-3,2025-10-04,CUST-02519,DRE-014,Dresses,XS,1,2469.0,957.13,74.38,53.85,Instagram Ads,False,
ORD-003263,ORD-003263-1,2025-10-04,CUST-02511,OUT-015,Outerwear,M,1,1760.91,882.83,60.44,38.98,Instagram Ads,True,2025-10-17
ORD-003274,ORD-003274-1,2025-10-04,CUST-02521,TOP-034,Tops,XL,2,1469.0,582.92,73.66,63.7,Google Ads,False,
ORD-003287,ORD-003287-1,2025-10-04,CUST-02315,TOP-005,Tops,XL,2,1299.0,475.11,73.13,56.56,Organic/Email,False,
ORD-003286,ORD-003286-1,2025-10-04,CUST-02530,ACC-014,Accessories,One Size,1,939.0,249.47,76.12,21.72,Organic/Email,False,
ORD-003285,ORD-003285-1,2025-10-04,CUST-02529,BOT-019,Bottoms,XS,1,1939.0,817.95,69.04,42.72,Instagram Ads,False,
ORD-003284,ORD-003284-1,2025-10-04,CUST-02528,FOO-004,Footwear,11,1,3009.0,1305.59,60.54,65.19,Instagram Ads,False,
ORD-003273,ORD-003273-1,2025-10-04,CUST-02520,DRE-021,Dresses,XL,1,1329.0,436.66,93.37,29.91,Instagram Ads,True,2025-10-24
ORD-003283,ORD-003283-1,2025-10-04,CUST-02527,DRE-016,Dresses,S,1,2589.0,1003.24,92.83,56.37,Influencer,True,2025-10-21
ORD-003282,ORD-003282-1,2025-10-04,CUST-02526,BOT-008,Bottoms,S,1,1569.0,588.48,64.5,34.95,Google Ads,False,
ORD-003283,ORD-003283-2,2025-10-04,CUST-02527,TOP-011,Tops,M,1,1459.0,515.92,77.98,32.64,Influencer,True,2025-10-21
ORD-003280,ORD-003280-1,2025-10-04,CUST-02525,TOP-010,Tops,XS,1,569.0,220.84,71.45,13.95,Instagram Ads,False,
ORD-003279,ORD-003279-1,2025-10-04,CUST-00075,BOT-021,Bottoms,XL,1,1079.0,469.57,38.97,24.66,Organic/Email,False,
ORD-003278,ORD-003278-1,2025-10-04,CUST-01241,TOP-010,Tops,M,1,569.0,220.84,58.92,13.95,Affiliate,False,
ORD-003277,ORD-003277-1,2025-10-04,CUST-02524,OUT-001,Outerwear,XS,2,4309.0,1842.78,79.34,182.98,Instagram Ads,False,
ORD-003276,ORD-003276-1,2025-10-04,CUST-02523,ACC-013,Accessories,One Size,1,799.0,261.13,61.74,18.78,Google Ads,False,
ORD-003275,ORD-003275-1,2025-10-04,CUST-02522,BOT-003,Bottoms,M,2,1839.0,756.65,79.61,79.24,Instagram Ads,False,
ORD-003281,ORD-003281-1,2025-10-04,CUST-01952,DRE-004,Dresses,XS,1,1419.0,539.58,73.83,31.8,Organic/Email,False,
ORD-003343,ORD-003343-1,2025-10-05,CUST-02573,BOT-026,Bottoms,S,2,839.0,348.62,64.95,37.24,Google Ads,False,
ORD-003342,ORD-003342-1,2025-10-05,CUST-02572,TOP-033,Tops,S,1,1399.0,545.35,88.06,31.38,Organic/Email,True,2025-10-16
ORD-003341,ORD-003341-1,2025-10-05,CUST-02571,OUT-012,Outerwear,S,1,4069.0,1507.3,94.89,87.45,Organic/Email,False,
ORD-003340,ORD-003340-1,2025-10-05,CUST-02570,TOP-020,Tops,S,1,1129.0,416.39,84.72,25.71,Instagram Ads,False,
ORD-003339,ORD-003339-1,2025-10-05,CUST-02569,BOT-019,Bottoms,XL,1,1939.0,817.95,68.41,42.72,Google Ads,False,
ORD-003335,ORD-003335-1,2025-10-05,CUST-02566,TOP-015,Tops,L,1,1309.0,526.42,72.07,29.49,Organic/Email,True,2025-10-17
ORD-003338,ORD-003338-1,2025-10-05,CUST-01288,BOT-022,Bottoms,XS,1,769.0,293.91,60.97,18.15,Organic/Email,False,
ORD-003337,ORD-003337-3,2025-10-05,CUST-02568,DRE-016,Dresses,M,1,2589.0,1003.24,66.78,56.37,Google Ads,False,
ORD-003337,ORD-003337-2,2025-10-05,CUST-02568,FOO-004,Footwear,11,2,3009.0,1305.59,68.16,128.38,Google Ads,False,
ORD-003337,ORD-003337-1,2025-10-05,CUST-02568,BOT-024,Bottoms,S,1,2039.0,799.12,59.28,44.82,Google Ads,False,
ORD-003336,ORD-003336-1,2025-10-05,CUST-02567,OUT-008,Outerwear,XL,1,2539.0,1129.15,75.57,55.32,Organic/Email,False,
ORD-003344,ORD-003344-1,2025-10-05,CUST-02574,OUT-017,Outerwear,S,1,4809.0,1805.41,58.89,102.99,Organic/Email,False,
ORD-003338,ORD-003338-2,2025-10-05,CUST-01288,OUT-017,Outerwear,XS,1,4809.0,1805.41,74.22,102.99,Organic/Email,False,
ORD-003345,ORD-003345-1,2025-10-05,CUST-02575,BOT-022,Bottoms,M,1,769.0,293.91,46.57,18.15,Instagram Ads,False,
ORD-003351,ORD-003351-2,2025-10-05,CUST-02580,TOP-001,Tops,XL,1,1249.0,454.99,82.76,28.23,Google Ads,False,
ORD-003347,ORD-003347-1,2025-10-05,CUST-02577,FOO-007,Footwear,6,1,2309.0,1013.74,58.3,50.49,Instagram Ads,True,2025-10-09
ORD-003348,ORD-003348-1,2025-10-05,CUST-02353,OUT-020,Outerwear,L,1,3329.0,1419.12,69.55,71.91,Organic/Email,False,
ORD-003348,ORD-003348-2,2025-10-05,CUST-02353,BOT-012,Bottoms,L,1,1409.0,516.76,75.6,31.59,Organic/Email,True,2025-10-23
ORD-003349,ORD-003349-1,2025-10-05,CUST-02578,OUT-007,Outerwear,XL,2,2649.0,1026.21,74.56,113.26,Instagram Ads,True,2025-10-13
ORD-003350,ORD-003350-1,2025-10-05,CUST-02579,TOP-023,Tops,XL,1,879.0,300.27,55.05,20.46,Instagram Ads,False,
ORD-003351,ORD-003351-1,2025-10-05,CUST-02580,OUT-005,Outerwear,L,1,1989.0,790.88,80.76,43.77,Google Ads,False,
ORD-003351,ORD-003351-3,2025-10-05,CUST-02580,TOP-010,Tops,XL,1,569.0,220.84,57.95,13.95,Google Ads,False,
ORD-003352,ORD-003352-1,2025-10-05,CUST-02581,BOT-004,Bottoms,M,1,1639.0,653.38,66.54,36.42,Instagram Ads,True,2025-10-10
ORD-003352,ORD-003352-2,2025-10-05,CUST-02581,FOO-013,Footwear,9,1,3479.0,1492.72,79.75,75.06,Instagram Ads,False,
ORD-003353,ORD-003353-1,2025-10-05,CUST-02582,OUT-003,Outerwear,XS,1,3299.0,1437.47,69.16,71.28,Organic/Email,False,
ORD-003353,ORD-003353-2,2025-10-05,CUST-02582,TOP-011,Tops,XS,2,1459.0,515.92,71.85,63.28,Organic/Email,False,
ORD-003354,ORD-003354-1,2025-10-05,CUST-02583,OUT-008,Outerwear,L,1,2539.0,1129.15,63.51,55.32,Instagram Ads,False,
ORD-003355,ORD-003355-1,2025-10-05,CUST-01208,BOT-021,Bottoms,XS,1,1079.0,469.57,64.45,24.66,Instagram Ads,False,
ORD-003334,ORD-003334-1,2025-10-05,CUST-01027,DRE-028,Dresses,L,1,2259.0,701.21,77.58,49.44,Organic/Email,True,2025-10-21
ORD-003346,ORD-003346-1,2025-10-05,CUST-02576,TOP-002,Tops,XS,1,1169.0,384.14,70.55,26.55,Instagram Ads,True,2025-10-15
ORD-003333,ORD-003333-1,2025-10-05,CUST-02565,TOP-013,Tops,XS,1,649.0,251.0,80.89,15.63,Instagram Ads,False,
ORD-003332,ORD-003332-1,2025-10-05,CUST-02564,FOO-016,Footwear,6,1,3639.0,1557.89,60.21,78.42,Google Ads,False,
ORD-003310,ORD-003310-1,2025-10-05,CUST-02546,TOP-030,Tops,XS,1,1159.0,424.76,73.39,26.34,Google Ads,True,2025-10-17
ORD-003332,ORD-003332-2,2025-10-05,CUST-02564,FOO-004,Footwear,10,1,3009.0,1305.59,58.73,65.19,Google Ads,False,
ORD-003311,ORD-003311-1,2025-10-05,CUST-01966,BOT-017,Bottoms,XL,2,859.0,371.44,66.8,38.08,Instagram Ads,False,
ORD-003312,ORD-003312-1,2025-10-05,CUST-02485,TOP-014,Tops,L,1,1309.0,512.86,70.09,29.49,Organic/Email,False,
ORD-003313,ORD-003313-1,2025-10-05,CUST-02547,FOO-018,Footwear,11,1,2949.0,1206.42,58.47,63.93,Influencer,False,
ORD-003314,ORD-003314-1,2025-10-05,CUST-00931,DRE-014,Dresses,S,1,2469.0,957.13,82.58,53.85,Google Ads,False,
ORD-003315,ORD-003315-1,2025-10-05,CUST-02548,DRE-020,Dresses,L,1,1546.42,536.3,74.23,34.47,Google Ads,False,
ORD-003315,ORD-003315-2,2025-10-05,CUST-02548,FOO-004,Footwear,6,1,3009.0,1305.59,64.75,65.19,Google Ads,False,
ORD-003316,ORD-003316-1,2025-10-05,CUST-02549,TOP-025,Tops,XL,2,719.0,278.81,58.6,32.2,Google Ads,False,
ORD-003317,ORD-003317-1,2025-10-05,CUST-02550,FOO-004,Footwear,9,1,3009.0,1305.59,64.91,65.19,Google Ads,True,2025-10-16
ORD-003318,ORD-003318-1,2025-10-05,CUST-02551,OUT-003,Outerwear,S,1,3299.0,1437.47,68.78,71.28,Google Ads,False,
ORD-003319,ORD-003319-1,2025-10-05,CUST-02552,TOP-015,Tops,XL,1,1309.0,526.42,84.76,29.49,Google Ads,False,
ORD-003319,ORD-003319-2,2025-10-05,CUST-02552,TOP-007,Tops,M,1,1089.0,432.95,63.22,24.87,Google Ads,False,
ORD-003320,ORD-003320-1,2025-10-05,CUST-02553,TOP-022,Tops,M,1,1009.0,355.35,49.31,23.19,Organic/Email,True,2025-10-25
ORD-003320,ORD-003320-2,2025-10-05,CUST-02553,FOO-012,Footwear,6,1,3059.0,1226.68,76.17,66.24,Organic/Email,False,
ORD-003316,ORD-003316-2,2025-10-05,CUST-02549,TOP-029,Tops,M,1,579.0,213.33,53.67,14.16,Google Ads,True,2025-10-16
ORD-003321,ORD-003321-2,2025-10-05,CUST-02554,FOO-020,Footwear,11,1,3329.0,1397.71,55.63,71.91,Instagram Ads,False,
ORD-003321,ORD-003321-1,2025-10-05,CUST-02554,ACC-006,Accessories,One Size,2,359.0,108.58,62.57,17.08,Instagram Ads,False,
ORD-003330,ORD-003330-1,2025-10-05,CUST-02562,BOT-022,Bottoms,M,1,769.0,293.91,90.33,18.15,Organic/Email,True,2025-10-15
ORD-003329,ORD-003329-1,2025-10-05,CUST-02561,OUT-001,Outerwear,S,1,4309.0,1842.78,94.33,92.49,Influencer,True,2025-10-20
ORD-003328,ORD-003328-2,2025-10-05,CUST-02560,TOP-010,Tops,XL,1,569.0,220.84,66.85,13.95,Affiliate,False,
ORD-003328,ORD-003328-1,2025-10-05,CUST-02560,OUT-011,Outerwear,XS,2,3359.0,1390.12,80.21,143.08,Affiliate,False,
ORD-003327,ORD-003327-1,2025-10-05,CUST-02559,ACC-009,Accessories,One Size,1,1119.0,390.44,69.85,25.5,Instagram Ads,False,
ORD-003326,ORD-003326-1,2025-10-05,CUST-01330,FOO-015,Footwear,8,1,3339.0,1374.12,79.95,72.12,Organic/Email,True,2025-10-20
ORD-003331,ORD-003331-1,2025-10-05,CUST-02563,DRE-027,Dresses,M,1,2379.0,814.51,76.11,51.96,Instagram Ads,True,2025-10-15
ORD-003324,ORD-003324-3,2025-10-05,CUST-02557,BOT-030,Bottoms,XS,1,1159.0,486.45,48.34,26.34,Instagram Ads,False,
ORD-003324,ORD-003324-2,2025-10-05,CUST-02557,BOT-024,Bottoms,S,1,2039.0,799.12,53.17,44.82,Instagram Ads,False,
ORD-003324,ORD-003324-1,2025-10-05,CUST-02557,TOP-007,Tops,S,1,1089.0,432.95,75.84,24.87,Instagram Ads,True,2025-10-25
ORD-003323,ORD-003323-1,2025-10-05,CUST-02556,TOP-017,Tops,XS,1,619.0,198.5,94.99,15.0,Influencer,False,
ORD-003322,ORD-003322-1,2025-10-05,CUST-02555,OUT-013,Outerwear,M,1,4509.0,1638.63,98.73,96.69,Instagram Ads,False,
ORD-003325,ORD-003325-1,2025-10-05,CUST-02558,DRE-008,Dresses,S,1,3299.0,999.26,80.7,71.28,Google Ads,True,2025-10-16
ORD-003388,ORD-003388-1,2025-10-06,CUST-01959,DRE-019,Dresses,XL,1,2439.0,769.09,64.53,53.22,Organic/Email,True,2025-10-20
ORD-003387,ORD-003387-1,2025-10-06,CUST-01984,TOP-027,Tops,L,1,1289.0,435.83,75.83,29.07,Organic/Email,True,2025-10-15
ORD-003386,ORD-003386-1,2025-10-06,CUST-02605,TOP-033,Tops,L,1,1399.0,545.35,54.04,31.38,Google Ads,False,
ORD-003385,ORD-003385-2,2025-10-06,CUST-02353,ACC-005,Accessories,One Size,1,1289.0,327.27,90.08,29.07,Organic/Email,False,
ORD-003385,ORD-003385-1,2025-10-06,CUST-02353,BOT-009,Bottoms,XL,1,729.0,319.57,86.82,17.31,Organic/Email,False,
ORD-003384,ORD-003384-3,2025-10-06,CUST-02604,DRE-003,Dresses,L,1,2219.0,818.45,75.49,48.6,Google Ads,False,
ORD-003383,ORD-003383-1,2025-10-06,CUST-00785,FOO-005,Footwear,6,1,3289.0,1403.55,64.95,71.07,Influencer,False,
ORD-003400,ORD-003400-1,2025-10-06,CUST-02616,OUT-008,Outerwear,L,1,2539.0,1129.15,73.99,55.32,Organic/Email,False,
ORD-003384,ORD-003384-1,2025-10-06,CUST-02604,BOT-026,Bottoms,L,1,839.0,348.62,61.92,19.62,Google Ads,False,
ORD-003382,ORD-003382-3,2025-10-06,CUST-02603,FOO-004,Footwear,10,1,3009.0,1305.59,66.16,65.19,Instagram Ads,False,
ORD-003382,ORD-003382-2,2025-10-06,CUST-02603,DRE-006,Dresses,L,1,1929.0,637.98,84.17,42.51,Instagram Ads,False,
ORD-003382,ORD-003382-1,2025-10-06,CUST-02603,OUT-020,Outerwear,XL,2,3329.0,1419.12,70.24,141.82,Instagram Ads,False,
ORD-003384,ORD-003384-2,2025-10-06,CUST-02604,ACC-015,Accessories,One Size,1,589.0,181.83,85.37,14.37,Google Ads,False,
ORD-003389,ORD-003389-1,2025-10-06,CUST-02606,FOO-006,Footwear,8,1,1939.0,807.54,81.08,42.72,Influencer,False,
ORD-003381,ORD-003381-3,2025-10-06,CUST-02043,BOT-016,Bottoms,XL,1,1689.0,696.69,48.83,37.47,Organic/Email,True,2025-10-17
ORD-003391,ORD-003391-1,2025-10-06,CUST-02608,BOT-026,Bottoms,S,1,839.0,348.62,72.81,19.62,Organic/Email,False,
ORD-003391,ORD-003391-2,2025-10-06,CUST-02608,OUT-015,Outerwear,M,1,1979.0,882.83,71.71,43.56,Organic/Email,False,
ORD-003392,ORD-003392-1,2025-10-06,CUST-02609,DRE-027,Dresses,XS,1,2379.0,814.51,64.58,51.96,Organic/Email,True,2025-10-15
ORD-003392,ORD-003392-2,2025-10-06,CUST-02609,BOT-020,Bottoms,S,1,2129.0,785.56,65.29,46.71,Organic/Email,True,2025-10-26
ORD-003393,ORD-003393-1,2025-10-06,CUST-02610,TOP-030,Tops,XS,1,1159.0,424.76,70.78,26.34,Instagram Ads,False,
ORD-003394,ORD-003394-1,2025-10-06,CUST-02611,TOP-030,Tops,L,1,1159.0,424.76,64.13,26.34,Instagram Ads,False,
ORD-003395,ORD-003395-1,2025-10-06,CUST-02612,DRE-019,Dresses,XS,1,2439.0,769.09,81.12,53.22,Instagram Ads,False,
ORD-003396,ORD-003396-1,2025-10-06,CUST-02613,ACC-004,Accessories,One Size,1,1409.0,459.78,85.45,31.59,Affiliate,False,
ORD-003396,ORD-003396-2,2025-10-06,CUST-02613,DRE-022,Dresses,XS,1,1199.0,362.32,79.34,27.18,Affiliate,False,
ORD-003397,ORD-003397-1,2025-10-06,CUST-02614,TOP-001,Tops,L,2,1249.0,454.99,73.06,54.46,Instagram Ads,False,
ORD-003398,ORD-003398-1,2025-10-06,CUST-00626,TOP-026,Tops,S,1,1259.0,487.4,92.37,28.44,Organic/Email,True,2025-10-16
ORD-003398,ORD-003398-2,2025-10-06,CUST-00626,BOT-018,Bottoms,S,1,759.0,298.64,71.44,17.94,Organic/Email,False,
ORD-003398,ORD-003398-3,2025-10-06,CUST-00626,ACC-008,Accessories,One Size,1,1149.0,310.78,50.14,26.13,Organic/Email,False,
ORD-003399,ORD-003399-1,2025-10-06,CUST-02615,DRE-012,Dresses,M,1,2939.0,887.06,75.91,63.72,Affiliate,False,
ORD-003390,ORD-003390-1,2025-10-06,CUST-02607,TOP-019,Tops,S,1,899.0,340.62,65.16,20.88,Google Ads,True,2025-10-23
ORD-003381,ORD-003381-2,2025-10-06,CUST-02043,BOT-010,Bottoms,XL,1,1869.0,652.35,60.42,41.25,Organic/Email,False,
ORD-003375,ORD-003375-1,2025-10-06,CUST-02598,OUT-003,Outerwear,XS,1,3299.0,1437.47,71.44,71.28,Organic/Email,True,2025-10-10
ORD-003380,ORD-003380-1,2025-10-06,CUST-02602,TOP-013,Tops,L,1,649.0,251.0,72.34,15.63,Organic/Email,False,
ORD-003381,ORD-003381-1,2025-10-06,CUST-02043,BOT-002,Bottoms,L,1,1569.0,560.78,73.02,34.95,Organic/Email,True,2025-10-22
ORD-003356,ORD-003356-2,2025-10-06,CUST-02584,OUT-005,Outerwear,S,1,1989.0,790.88,60.37,43.77,Organic/Email,False,
ORD-003356,ORD-003356-3,2025-10-06,CUST-02584,ACC-005,Accessories,One Size,1,1289.0,327.27,52.56,29.07,Organic/Email,False,
ORD-003357,ORD-003357-1,2025-10-06,CUST-02585,ACC-005,Accessories,One Size,1,1289.0,327.27,62.4,29.07,Instagram Ads,False,
ORD-003358,ORD-003358-1,2025-10-06,CUST-02586,DRE-019,Dresses,M,1,2439.0,769.09,102.25,53.22,Instagram Ads,False,
